app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Item Groups,,,,erpnext,مجموعات السلعة,,مجموعات السلعة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Asset Capitalization Asset Item,,,,erpnext,,عنصر أصل رسملة الأصل,عنصر أصل رسملة الأصل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item-wise Purchase History,,,,erpnext,الحركة التاريخية للمشتريات وفقاً للصنف,,الحركة التاريخية للمشتريات وفقاً للصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Show Warehouse-wise Stock,,,,erpnext,عرض المستودع الحكيمة,,عرض المستودع الحكيمة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item {0} does not exist in the system or has expired,,,,erpnext,الصنف{0} غير موجود في النظام أو انتهت صلاحيته,,الصنف{0} غير موجود في النظام أو انتهت صلاحيته,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"According to the BOM {0}, the Item '{1}' is missing in the stock entry.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,It can take upto few hours for accurate stock values to be visible after merging items.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
frappe,Website Sidebar Item,,,,frappe,موقع الشريط الجانبي البند,,موقع الشريط الجانبي البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Enable Allow Partial Reservation in the Stock Settings to reserve partial stock.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Qty as Per Stock UOM,,,,erpnext,,الكمية حسب وحدة قياس المخزون,الكمية حسب وحدة قياس المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Reset Raw Materials Table,,,,erpnext,,إعادة تعيين جدول المواد الخام,إعادة تعيين جدول المواد الخام,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Has Alternative Item,,,,erpnext,,له صنف بديل,له صنف بديل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Group node warehouse is not allowed to select for transactions,,,,erpnext,لا يسمح مستودع عقدة مجموعة لتحديد للمعاملات,,لا يسمح مستودع عقدة مجموعة لتحديد للمعاملات,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Reserved Warehouse is mandatory for the Item {item_code} in Raw Materials supplied.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Child Item should not be a Product Bundle. Please remove Item {1} and Save,,,,erpnext,الصف رقم {0}: يجب ألا يكون العنصر الفرعي عبارة عن حزمة منتج. يرجى إزالة العنصر {1} وحفظه,,الصف رقم {0}: يجب ألا يكون العنصر الفرعي عبارة عن حزمة منتج. يرجى إزالة العنصر {1} وحفظه,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"As there are sufficient Sub Assembly Items, Work Order is not required for Warehouse {0}.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Stock not available to reserve for the Item {1} in Warehouse {2}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item Warehouse based reposting has been enabled.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.,,,,erpnext,لا يمكن تغيير خصائص المتغير بعد معاملة المخزون. سيكون عليك عمل عنصر جديد للقيام بذلك.,,لا يمكن تغيير خصائص المتغير بعد معاملة المخزون. سيكون عليك عمل عنصر جديد للقيام بذلك.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Move Item,,,,erpnext,حرك بند,,حرك بند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Raw Material Name,,,,erpnext,اسم المادة الخام,,اسم المادة الخام,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Material Request,,,,erpnext,طلب مواد,طلب مواد,طلب مواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item-wise Sales History,,,,erpnext,الحركة التاريخية للمبيعات وفقاً للصنف,,الحركة التاريخية للمبيعات وفقاً للصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext, Raw Material,,,,erpnext,,,,,inventory,missing,,,,,,,,,,whitespace,,Pending,
erpnext,Please enter Planned Qty for Item {0} at row {1},,,,erpnext,الرجاء إدخال الكمية المخططة للبند {0} في الصف {1},,الرجاء إدخال الكمية المخططة للبند {0} في الصف {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Supplied Items,,,,erpnext,الأصناف الموردة,,الأصناف الموردة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item {0} is cancelled,,,,erpnext,تم إلغاء العنصر {0}\n<br>\nItem {0} is cancelled,,تم إلغاء العنصر {0}\n<br>\nItem {0} is cancelled,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,"The following Items, having Putaway Rules, could not be accomodated:",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Items & Pricing,,,,erpnext,,الأصناف والتسعير,الأصناف والتسعير,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Assets not created for {item_code}. You will have to create asset manually.,,,,erpnext,لم يتم إنشاء الأصول لـ {item_code}. سيكون عليك إنشاء الأصل يدويًا.,,لم يتم إنشاء الأصول لـ {item_code}. سيكون عليك إنشاء الأصل يدويًا.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"A Price List is a collection of Item Prices either Selling, Buying, or both",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Reserved Qty (in Stock UOM),,,,erpnext,,كمية المخزون المحجوزة (بوحدة قياس المخزون),كمية المخزون المحجوزة (بوحدة قياس المخزون),,inventory,missing,,,,,,,,,,,,Pending,
frappe,Purchase Manager,,,,frappe,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Select finance book for the item {0} at row {1},,,,erpnext,حدد دفتر تمويل للعنصر {0} في الصف {1},,حدد دفتر تمويل للعنصر {0} في الصف {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Entries already created for Work Order {0}: {1},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Validate Material Transfer Warehouses,,,,erpnext,,التحقق من مستودعات نقل المواد,التحقق من مستودعات نقل المواد,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Cannot set multiple Item Defaults for a company.,,,,erpnext,لا يمكن تعيين عدة عناصر افتراضية لأي شركة.,,لا يمكن تعيين عدة عناصر افتراضية لأي شركة.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Atleast one raw material for Finished Good Item {0} should be customer provided.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Please pull items from Delivery Note,,,,erpnext,الرجاء سحب البنود من مذكرة التسليم\n<br>\nPlease pull items from Delivery Note,,الرجاء سحب البنود من مذكرة التسليم\n<br>\nPlease pull items from Delivery Note,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Max discount allowed for item: {0} is {1}%,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,For Raw Materials,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Variant Item,,,,erpnext,عنصر متغير,,عنصر متغير,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,BOM Creator Item,,,,erpnext,,عنصر منشئ قائمة المواد,عنصر منشئ قائمة المواد,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,'Update Stock' cannot be checked for fixed asset sale,,,,erpnext,لا يمكن التحقق من ' تحديث المخزون ' لبيع الأصول الثابتة\n<br>\n'Update Stock' cannot be checked for fixed asset sale,,لا يمكن التحقق من ' تحديث المخزون ' لبيع الأصول الثابتة\n<br>\n'Update Stock' cannot be checked for fixed asset sale,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,"{0} units are reserved for Item {1} in Warehouse {2}, please un-reserve the same to {3} the Stock Reconciliation.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Returned Qty in Stock UOM,,,,erpnext,,الكمية المرتجعة بوحدة قياس المخزون,الكمية المرتجعة بوحدة قياس المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,UOM {0} not found in Item {1},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Set Accepted Warehouse,,,,erpnext,حدد المخزن المعتمد,,حدد المخزن المعتمد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Enter an Item Code, the name will be auto-filled the same as Item Code on clicking inside the Item Name field.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Customer Provided Item {1} cannot be added multiple times.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Fetch Items from Warehouse,,,,erpnext,جلب العناصر من المستودع,,جلب العناصر من المستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,The user will be able to transfer additional materials from the store to the Work in Progress (WIP) warehouse.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,The gross weight of the package. Usually net weight + packaging material weight. (for print),,,,erpnext,الوزن الكلي للحزمة. الوزن الصافي عادة + تغليف المواد الوزن. (للطباعة),,الوزن الكلي للحزمة. الوزن الصافي عادة + تغليف المواد الوزن. (للطباعة),,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Capacity in Stock UOM,,,,erpnext,,السعة بوحدة قياس المخزون,السعة بوحدة قياس المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"There are two options to maintain valuation of stock. FIFO (first in - first out) and Moving Average. To understand this topic in detail please visit <a href='https://docs.erpnext.com/docs/v13/user/manual/en/stock/articles/item-valuation-fifo-and-moving-average' target='_blank'>Item Valuation, FIFO and Moving Average.</a>",,,,erpnext,,,,,inventory,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,Transaction Deletion Record Item,,,,erpnext,,عنصر سجل حذف المعاملة,عنصر سجل حذف المعاملة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Items To Be Requested,,,,erpnext,اصناف يمكن طلبه,,اصناف يمكن طلبه,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,{0} is not a stock Item,,,,erpnext,{0} ليس من نوع المخزون,,{0} ليس من نوع المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Material Transferred for Manufacturing,,,,erpnext,المواد المنقولة لغرض التصنيع,,المواد المنقولة لغرض التصنيع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Consumed Qty cannot be greater than Reserved Qty for item {0},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,SCO Supplied Item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Details,,,,erpnext,تفاصيل المخزون,,تفاصيل المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Production Plan Material Request Warehouse,,,,erpnext,مستودع طلب مواد خطة الإنتاج,,مستودع طلب مواد خطة الإنتاج,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,No active BOM found for item {0}. Delivery by Serial No cannot be ensured,,,,erpnext,لم يتم العثور على BOM نشط للعنصر {0}. لا يمكن ضمان التسليم عن طريق الرقم التسلسلي,,لم يتم العثور على BOM نشط للعنصر {0}. لا يمكن ضمان التسليم عن طريق الرقم التسلسلي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Picked Qty (in Stock UOM),,,,erpnext,,الكمية المنتقاة (بوحدة قياس المخزون),الكمية المنتقاة (بوحدة قياس المخزون),,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item",,,,erpnext,"""اصل ثابت"" لا يمكن أن يكون غير محدد، حيث يوجد سجل أصول مقابل البند",,"""اصل ثابت"" لا يمكن أن يكون غير محدد، حيث يوجد سجل أصول مقابل البند",,inventory,pending,,,,,,,,,,,,Approved,
erpnext,You must select a customer before adding an item.,,,,erpnext,يجب عليك تحديد عميل قبل إضافة عنصر.,,يجب عليك تحديد عميل قبل إضافة عنصر.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Update Current Stock,,,,erpnext,تحديث المخزون الحالي,,تحديث المخزون الحالي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Get Items for Purchase Only,,,,erpnext,,جلب الأصناف للشراء فقط,جلب الأصناف للشراء فقط,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,The selected BOMs are not for the same item,,,,erpnext,قواائم المواد المحددة ليست لنفس البند,,قواائم المواد المحددة ليست لنفس البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Net Change in Inventory,,,,erpnext,صافي التغير في المخزون,,صافي التغير في المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Select an Item Group.,,,,erpnext,,تحديد مجموعة أصناف.,تحديد مجموعة أصناف.,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"The following batches are expired, please restock them: <br> {0}",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,Bundle Items,,,,erpnext,,أصناف المجموعة,أصناف المجموعة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Warehouse Name,,,,erpnext,اسم المستودع,,اسم المستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Select item group,,,,erpnext,حدد مجموعة العناصر,,حدد مجموعة العناصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Charges are updated in Purchase Receipt against each item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item and Warehouse,,,,erpnext,,الصنف والمستودع,الصنف والمستودع,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Closing Entry {0} already exists for the selected date range,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Reserved Stock for Batch,,,,erpnext,,مخزون محجوز للدفعة,مخزون محجوز للدفعة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Raise Material Request When Stock Reaches Re-order Level,,,,erpnext,رفع طلب المواد عندما يصل المخزون إلى مستوى إعادة الطلب,,رفع طلب المواد عندما يصل المخزون إلى مستوى إعادة الطلب,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Received Stock Entries,,,,erpnext,تلقى إدخالات الأسهم,,تلقى إدخالات الأسهم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Select an item from each set to be used in the Sales Order.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Manager,,,,erpnext,مدير الصنف,,مدير الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Taxes and Charges Template,,,,erpnext,قالب الضرائب والرسوم على المشتريات,,قالب الضرائب والرسوم على المشتريات,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Add items in the Item Locations table,,,,erpnext,أضف عناصر في جدول &quot;مواقع العناصر&quot;,,أضف عناصر في جدول &quot;مواقع العناصر&quot;,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Target Warehouse,,,,erpnext,المخزن المستهدف,,المخزن المستهدف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Tax Rate,,,,erpnext,معدل ضريبة الصنف,,معدل ضريبة الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Getting Scrap Items,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Planned Purchase Order,,,,erpnext,,أمر شراء مخطط,أمر شراء مخطط,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Set rate of sub-assembly item based on BOM,,,,erpnext,تعيين معدل عنصر التجميع الفرعي استنادا إلى بوم,,تعيين معدل عنصر التجميع الفرعي استنادا إلى بوم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,There must be atleast 1 Finished Good in this Stock Entry,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Group Tree,,,,erpnext,شجرة فئات البنود,,شجرة فئات البنود,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,No reserved stock to unreserve.,,,,erpnext,,لا يوجد مخزون محجوز لإلغاء حجزه.,لا يوجد مخزون محجوز لإلغاء حجزه.,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Get Items from BOM,,,,erpnext,تنزيل الاصناف من BOM,,تنزيل الاصناف من BOM,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Set From Warehouse,,,,erpnext,,تعيين مستودع المصدر,تعيين مستودع المصدر,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Raw Material,,,,erpnext,المواد الخام,المادة الخام,المادة الخام,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Reserved Stock for Sub-assembly,,,,erpnext,,مخزون محجوز للتجميع الفرعي,مخزون محجوز للتجميع الفرعي,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Click this button if you encounter a negative stock error for a serial or batch item. The system will fetch the available serials or batches automatically.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Conditions will be applied on all the selected items combined. ,,,,erpnext,سيتم تطبيق الشروط على جميع العناصر المختارة مجتمعة.,,سيتم تطبيق الشروط على جميع العناصر المختارة مجتمعة.,,inventory,pending,,,,,,,,,,whitespace,,Approved,
erpnext,You have already selected items from {0} {1},,,,erpnext,لقد حددت العناصر من {0} {1},,لقد حددت العناصر من {0} {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item {0} has no Serial No. Only serialized items can have delivery based on Serial No,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: A reorder entry already exists for warehouse {1} with reorder type {2}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item Image (if not slideshow),,,,erpnext,صورة البند (إن لم يكن عرض شرائح),,صورة البند (إن لم يكن عرض شرائح),,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Order Pricing Rule,,,,erpnext,قاعدة تسعير أمر الشراء,,قاعدة تسعير أمر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Cancel Material Visit {0} before cancelling this Warranty Claim,,,,erpnext,إلغاء الزيارة {0} قبل إلغاء طلب الضمانة,,إلغاء الزيارة {0} قبل إلغاء طلب الضمانة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Cannot ensure delivery by Serial No as Item {0} is added with and without Ensure Delivery by Serial No.,,,,erpnext,لا يمكن ضمان التسليم بواسطة Serial No حيث أن العنصر {0} مضاف مع وبدون ضمان التسليم بواسطة Serial No.,,لا يمكن ضمان التسليم بواسطة Serial No حيث أن العنصر {0} مضاف مع وبدون ضمان التسليم بواسطة Serial No.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Maximum discount for Item {0} is {1}%,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Warehouse Capacity Summary,,,,erpnext,,ملخص سعة المستودع,ملخص سعة المستودع,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"If enabled, do not update serial / batch values in the stock transactions on creation of auto Serial 
 / Batch Bundle. ",,,,erpnext,,,,,inventory,missing,,,,,,,,,,whitespace,,Pending,
erpnext,Parent Item {0} must not be a Fixed Asset,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item Barcode,,,,erpnext,باركود الصنف,,باركود الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Stock Received But Not Billed,,,,erpnext,المخزون المتلقي ولكن غير مفوتر,,المخزون المتلقي ولكن غير مفوتر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Incorrect Reference Document (Purchase Receipt Item),,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Work Order Stock Report,,,,erpnext,تقرير مخزون أمر العمل,,تقرير مخزون أمر العمل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Closing Entry,,,,erpnext,,قيد إغلاق المخزون,قيد إغلاق المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Target Warehouse Address Link,,,,erpnext,,رابط عنوان المستودع الهدف,رابط عنوان المستودع الهدف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Analytics,,,,erpnext,تحليلات المشتريات,,تحليلات المشتريات,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Cannot delete an item which has been ordered,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Stock cannot be reserved in group warehouse {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Value of New Purchase,,,,erpnext,,قيمة الشراء الجديد,قيمة الشراء الجديد,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Receipt {0} is not submitted,,,,erpnext,إيصال استلام المشتريات {0} لم يتم تقديمه,,إيصال استلام المشتريات {0} لم يتم تقديمه,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Against Sales Order Item,,,,erpnext,مقابل بند طلب مبيعات,,مقابل بند طلب مبيعات,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Create Purchase Order,,,,erpnext,إنشاء أمر الشراء,,إنشاء أمر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"This table is used to set details about the 'Item', 'Qty', 'Basic Rate', etc.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Scrap Item Qty cannot be zero,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Allow Negative rates for Items,,,,erpnext,,السماح بأسعار سالبة للأصناف,السماح بأسعار سالبة للأصناف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Cannot cancel because submitted Stock Entry {0} exists,,,,erpnext,لا يمكن الإلغاء لان هناك تدوينات مخزون مقدمة {0} موجوده,,لا يمكن الإلغاء لان هناك تدوينات مخزون مقدمة {0} موجوده,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Order Date,,,,erpnext,تاريخ أمر الشراء,,تاريخ أمر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Source Warehouse,,,,erpnext,مصدر مستودع,,مصدر مستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Transactions Settings,,,,erpnext,,إعدادات معاملات المخزون,إعدادات معاملات المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Net Purchase Amount {0} cannot be depreciated over {1} cycles.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,At row {0}: set Parent Row No for item {1},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Role Allowed to Edit Frozen Stock,,,,erpnext,الدور المسموح به لتحرير المخزون المجمد,,الدور المسموح به لتحرير المخزون المجمد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Reconciliations,,,,erpnext,تسويات المخزون,,تسويات المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Price updated for {0} in Price List {1},,,,erpnext,سعر الصنف محدث ل{0} في قائمة الأسعار {1},,سعر الصنف محدث ل{0} في قائمة الأسعار {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.",,,,erpnext,لبنود حزمة المنتج والمستودع والرقم المتسلسل ورقم الدفعة ستأخذ بعين الاعتبار من جدول قائمة التغليف. اذا كان للمستودع ورقم الدفعة نفس  البند من بنود التغليف لأي بند من حزمة المنتج. هذه القيم يمكن ادخالها في جدول البند الرئيسي. والقيم سيتم نسخها الى جدول قائمة التغليف.,,لبنود حزمة المنتج والمستودع والرقم المتسلسل ورقم الدفعة ستأخذ بعين الاعتبار من جدول قائمة التغليف. اذا كان للمستودع ورقم الدفعة نفس  البند من بنود التغليف لأي بند من حزمة المنتج. هذه القيم يمكن ادخالها في جدول البند الرئيسي. والقيم سيتم نسخها الى جدول قائمة التغليف.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Balance Report,,,,erpnext,تقرير رصيد المخزون,,تقرير رصيد المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Add Items in the Purpose Table,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Has Item Scanned,,,,erpnext,,تم مسح الصنف,تم مسح الصنف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Warehouse Type,,,,erpnext,نوع المستودع,,نوع المستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Duplicate entry against the item code {0} and manufacturer {1},,,,erpnext,إدخال مكرر مقابل رمز العنصر {0} والشركة المصنعة {1},,إدخال مكرر مقابل رمز العنصر {0} والشركة المصنعة {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Auto Reserve Stock for Sales Order on Purchase,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Please enter Production Item first,,,,erpnext,الرجاء إدخال بند الإنتاج أولا,,الرجاء إدخال بند الإنتاج أولا,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Inventory,,,,erpnext,جرد,المخزون,المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Quality Inspection {1} is not submitted for the item: {2},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Customer Item,,,,erpnext,,عنصر العميل,عنصر العميل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: {1} can not be negative for item {2},,,,erpnext,الصف # {0}: {1} لا يمكن أن يكون سالبا للبند {2},,الصف # {0}: {1} لا يمكن أن يكون سالبا للبند {2},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.",,,,erpnext,يرجى تعيين {0} للعنصر المجمّع {1} ، والذي يتم استخدامه لتعيين {2} عند الإرسال.,,يرجى تعيين {0} للعنصر المجمّع {1} ، والذي يتم استخدامه لتعيين {2} عند الإرسال.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Sales Order {0} already exists against Customer's Purchase Order {1}. To allow multiple Sales Orders, Enable {2} in {3}",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Invalid Warehouse,,,,erpnext,,مستودع غير صالح,مستودع غير صالح,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Target Item {0} must be a Fixed Asset item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Delivery Note Item,,,,erpnext,ملاحظة تسليم السلعة,,ملاحظة تسليم السلعة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Details,,,,erpnext,تفاصيل شراء,,تفاصيل شراء,,inventory,pending,,,,,,,,,,,,Approved,
frappe,Navbar Item,,,,frappe,عنصر Navbar,,عنصر Navbar,,inventory,pending,,,,,,,,,,,,Approved,
