source_text,suggested_ar,locations,area,has_pre_filled,disposition
Please enable {0} in the {1}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:673,stock,0,APPROVE
Please enter Shipment Parcel information,,erpnext/stock/doctype/shipment/shipment.py:85,stock,0,APPROVE
Please enter serial nos,يرجى إدخال الأرقام التسلسلية,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:132,stock,1,APPROVE
"Please first set Last Name, Email and Phone for the user",,erpnext/stock/doctype/shipment/shipment.js:277,stock,0,APPROVE
Please mention 'Weight UOM' along with Weight.,,erpnext/stock/doctype/item/item.js:597,stock,0,APPROVE
Please rectify and try again.,,erpnext/stock/doctype/shipment/shipment.js:444,stock,0,APPROVE
Please select Serial/Batch Nos to reserve or change Reservation Based On to Qty.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:451,stock,0,APPROVE
Please select Subcontracting Order instead of Purchase Order {0},,erpnext/stock/doctype/stock_entry/stock_entry.py:1528,stock,0,APPROVE
"Please select at least one filter: Item Code, Batch, or Serial No.",,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.py:43,stock,0,APPROVE
Please select at least one row to fix,يرجى تحديد صف واحد على الأقل للإصلاح,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.js:33,stock,1,APPROVE
Please select at least one row with difference value,,erpnext/stock/report/stock_qty_vs_batch_qty/stock_qty_vs_batch_qty.js:50,stock,0,APPROVE
Please select either the Item or Warehouse or Warehouse Type filter to generate the report.,,erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py:30,stock,0,APPROVE
Please select only one row to create a Reposting Entry,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.js:75,stock,0,APPROVE
Please select rows to create Reposting Entries,,erpnext/stock/report/stock_and_account_value_comparison/stock_and_account_value_comparison.js:59; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:107,stock,0,APPROVE
Please select the Warehouse first,يرجى تحديد المستودع أولا,erpnext/stock/doctype/item/item.js:316,stock,1,APPROVE
Please select the required filters,,erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py:21,stock,0,APPROVE
Please set Email/Phone for the contact,,erpnext/stock/doctype/shipment/shipment.js:176,stock,0,APPROVE
Please try again in an hour.,يرجى المحاولة مرة أخرى بعد ساعة.,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:247,stock,1,APPROVE
Posting Datetime,تاريخ ووقت الترحيل,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None; erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None; erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json:None; erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None,stock,1,APPROVE
Price List Defaults,إعدادات قائمة الأسعار الافتراضية,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Printing Details,تفاصيل الطباعة,erpnext/stock/doctype/material_request/material_request.json:None,stock,1,APPROVE
Priority cannot be lesser than 1.,,erpnext/stock/doctype/putaway_rule/putaway_rule.py:61,stock,0,APPROVE
Projected On Hand,المتوفر المتوقع,erpnext/stock/doctype/material_request_item/material_request_item.json:None,stock,1,APPROVE
Prompt Qty,طلب الكمية,erpnext/stock/doctype/pick_list/pick_list.json:None,stock,1,APPROVE
Provisional Expense Account,حساب مصروف مؤقت,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,stock,1,APPROVE
Purchase Time,وقت الشراء,erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,stock,1,APPROVE
Purchase Voucher No,رقم سند الشراء,erpnext/stock/report/landed_cost_report/landed_cost_report.py:35,stock,1,APPROVE
Purchase Voucher Type,نوع سند الشراء,erpnext/stock/report/landed_cost_report/landed_cost_report.py:29,stock,1,APPROVE
Putaway Rule,قاعدة التخزين,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None; erpnext/stock/doctype/putaway_rule/putaway_rule.json:None; erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json:None,stock,1,APPROVE
Putaway Rule already exists for Item {0} in Warehouse {1}.,,erpnext/stock/doctype/putaway_rule/putaway_rule.py:53,stock,0,APPROVE
Qty (in Stock UOM),الكمية (بوحدة قياس المخزون),erpnext/stock/doctype/pick_list_item/pick_list_item.json:None,stock,1,APPROVE
Qty After Transaction,الكمية بعد المعاملة,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None,stock,1,APPROVE
Qty Change,تغير الكمية,erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json:None; erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None; erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:169; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:188; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:91,stock,1,APPROVE
Qty To Produce,الكمية المطلوب إنتاجها,erpnext/stock/doctype/batch/batch.json:None,stock,1,APPROVE
Qty as Per Stock UOM,الكمية حسب وحدة قياس المخزون,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,stock,1,APPROVE
Qty of Finished Goods Item should be greater than 0.,,erpnext/stock/doctype/pick_list/pick_list.py:624,stock,0,APPROVE
Quality Inspection Parameter,معيار فحص الجودة,erpnext/stock/doctype/quality_inspection_parameter/quality_inspection_parameter.json:None,stock,1,APPROVE
Quality Inspection Parameter Group,مجموعة معايير فحص الجودة,erpnext/stock/doctype/quality_inspection_parameter_group/quality_inspection_parameter_group.json:None,stock,1,APPROVE
Quality Inspection Settings,إعدادات فحص الجودة,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Quantity (A - B),الكمية (أ - ب),erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:53,stock,1,APPROVE
Quantity cannot be greater than {0} for Item {1},,erpnext/stock/doctype/material_request/material_request.py:202,stock,0,APPROVE
"Quantity must be greater than zero, and less or equal to {0}",,erpnext/stock/dashboard/item_dashboard.js:285,stock,0,APPROVE
Rate Section,قسم السعر,erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None,stock,1,APPROVE
Raw Material Voucher No,رقم سند المادة الخام,erpnext/stock/report/landed_cost_report/landed_cost_report.js:36,stock,1,APPROVE
Raw Material Voucher Type,نوع سند المادة الخام,erpnext/stock/report/landed_cost_report/landed_cost_report.js:30,stock,1,APPROVE
Reading Value,قيمة القراءة,erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,stock,1,APPROVE
Recalculate Batch Qty,إعادة حساب كمية الدفعة,erpnext/stock/doctype/batch/batch.js:26,stock,1,APPROVE
Recalculate Bin Qty,إعادة حساب كمية الحاوية,erpnext/stock/doctype/bin/bin.js:10,stock,1,APPROVE
Recalculate Incoming/Outgoing Rate,إعادة حساب سعر الوارد/الصادر,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None,stock,1,APPROVE
Receipt Items,أصناف الإيصال,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None,stock,1,APPROVE
Received Qty in Stock UOM,الكمية المستلمة بوحدة قياس المخزون,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,stock,1,APPROVE
Reconcile All Serial Nos / Batches,تسوية كل الأرقام التسلسلية/الدفعات,erpnext/stock/doctype/stock_reconciliation_item/stock_reconciliation_item.json:None,stock,1,APPROVE
Recreate Stock Ledgers,إعادة إنشاء دفاتر أستاذ المخزون,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1,APPROVE
Reference for Reservation,مرجع الحجز,erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None,stock,1,APPROVE
References to Sales Invoices are Incomplete,,erpnext/stock/doctype/delivery_note/delivery_note.py:391,stock,0,APPROVE
References to Sales Orders are Incomplete,,erpnext/stock/doctype/delivery_note/delivery_note.py:386,stock,0,APPROVE
Regenerate Stock Closing Entry,إعادة إنشاء قيد إغلاق المخزون,erpnext/stock/doctype/stock_closing_entry/stock_closing_entry.js:27,stock,1,APPROVE
Remove item if charges is not applicable to that item,,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js:9,stock,0,APPROVE
Repost Item Valuation,إعادة تقييم عنصر المخزون,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1,APPROVE
Repost Item Valuation restarted for selected failed records.,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:337,stock,0,APPROVE
Repost Only Accounting Ledgers,إعادة ترحيل دفاتر الأستاذ المحاسبية فقط,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1,APPROVE
Reposting Completed {0}%,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:119,stock,0,APPROVE
Reposting Data File,ملف بيانات إعادة الترحيل,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1,APPROVE
Reposting Info,معلومات إعادة الترحيل,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1,APPROVE
Reposting Progress,تقدم إعادة الترحيل,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:127,stock,1,APPROVE
Reposting Reference,مرجع إعادة الترحيل,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1,APPROVE
Reposting entries created: {0},,erpnext/stock/report/stock_and_account_value_comparison/stock_and_account_value_comparison.py:182; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:327,stock,0,APPROVE
Reposting has been started in the background.,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:103,stock,0,APPROVE
Reservation Based On,الحجز بناء على,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/report/reserved_stock/reserved_stock.js:118,stock,1,APPROVE
"Reserved Qty ({0}) cannot be a fraction. To allow this, disable '{1}' in UOM {3}.",,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:263,stock,0,APPROVE
Reserved Qty for Production Plan,الكمية المحجوزة لخطة الإنتاج,erpnext/stock/doctype/bin/bin.json:None,stock,1,APPROVE
Reserved Qty for Subcontract,الكمية المحجوزة لمقاول الباطن,erpnext/stock/doctype/bin/bin.json:None,stock,1,APPROVE
Reserved Qty should be greater than Delivered Qty.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:649,stock,0,APPROVE
Reserved Serial No.,رقم تسلسلي محجوز,erpnext/stock/stock_ledger.py:2317,stock,1,APPROVE
Reserved Stock for Batch,مخزون محجوز للدفعة,erpnext/stock/stock_ledger.py:2346,stock,1,APPROVE
Reserved for POS Transactions,محجوز لمعاملات نقطة البيع,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:197,stock,1,APPROVE
Reserved for Production,محجوز للإنتاج,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:176,stock,1,APPROVE
Reserved for Production Plan,محجوز لخطة الإنتاج,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:183,stock,1,APPROVE
Reserved for Sub Contracting,محجوز للتصنيع بالعقد,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:190,stock,1,APPROVE
Restart,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:84,stock,0,APPROVE
Restart Failed Entries,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation_list.js:23,stock,0,APPROVE
Return Issued,تم إصدار المرتجع,erpnext/stock/doctype/delivery_note/delivery_note.json:None; erpnext/stock/doctype/delivery_note/delivery_note_list.js:20; erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None; erpnext/stock/doctype/purchase_receipt/purchase_receipt_list.js:19; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None,stock,1,APPROVE
Return Qty,كمية المرتجع,erpnext/stock/doctype/purchase_receipt/purchase_receipt.js:326; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:126,stock,1,APPROVE
Return Qty from Rejected Warehouse,كمية المرتجع من مستودع المرفوضات,erpnext/stock/doctype/purchase_receipt/purchase_receipt.js:302; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:102,stock,1,APPROVE
Returned Against,مرتجع مقابل,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None,stock,1,APPROVE
Returned Qty in Stock UOM,الكمية المرتجعة بوحدة قياس المخزون,erpnext/stock/doctype/delivery_note_item/delivery_note_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,stock,1,APPROVE
Role Allowed to Create/Edit Back-dated Transactions,الدور المسموح له بإنشاء/تعديل معاملات بتاريخ سابق,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Role Allowed to Over Deliver/Receive,الدور المسموح له بزيادة التسليم/الاستلام,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Row # {0}:,الصف رقم {0}:,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:577,stock,1,APPROVE
Row # {0}: Please add Serial and Batch Bundle for Item {1},,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:186,stock,0,APPROVE
Row # {0}: Please enter quantity for Item {1} as it is not zero.,,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:205,stock,0,APPROVE
Row #{0}: A reorder entry already exists for warehouse {1} with reorder type {2}.,,erpnext/stock/doctype/item/item.py:513,stock,0,APPROVE
Row #{0}: Acceptance Criteria Formula is incorrect.,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:323,stock,0,APPROVE
Row #{0}: Acceptance Criteria Formula is required.,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:303,stock,0,APPROVE
Row #{0}: Batch No {1} is already selected.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:441,stock,0,APPROVE
Row #{0}: Finished Good must be {1},,erpnext/stock/doctype/stock_entry/stock_entry.py:434,stock,0,APPROVE
"Row #{0}: Item {1} has been picked, please reserve stock from the Pick List.",,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1627,stock,0,APPROVE
Row #{0}: Only {1} available to reserve for the Item {2},,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1710,stock,0,APPROVE
Row #{0}: Quantity to reserve for the Item {1} should be greater than 0.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1695,stock,0,APPROVE
Row #{0}: Serial No {1} for Item {2} is not available in {3} {4} or might be reserved in another {5}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:378,stock,0,APPROVE
Row #{0}: Serial No {1} is already selected.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:394,stock,0,APPROVE
Row #{0}: Source and Target Warehouse cannot be the same for Material Transfer,,erpnext/stock/doctype/stock_entry/stock_entry.py:966,stock,0,APPROVE
"Row #{0}: Source, Target Warehouse and Inventory Dimensions cannot be the exact same for Material Transfer",,erpnext/stock/doctype/stock_entry/stock_entry.py:988,stock,0,APPROVE
Row #{0}: Status is mandatory,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:205,stock,0,APPROVE
Row #{0}: Stock cannot be reserved for Item {1} against a disabled Batch {2}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:403,stock,0,APPROVE
Row #{0}: Stock cannot be reserved for a non-stock Item {1},,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1640,stock,0,APPROVE
Row #{0}: Stock cannot be reserved in group warehouse {1}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1653,stock,0,APPROVE
Row #{0}: Stock is already reserved for the Item {1}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1667,stock,0,APPROVE
Row #{0}: Stock is reserved for item {1} in warehouse {2}.,,erpnext/stock/doctype/delivery_note/delivery_note.py:545,stock,0,APPROVE
Row #{0}: Stock not available to reserve for Item {1} against Batch {2} in Warehouse {3}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:413,stock,0,APPROVE
Row #{0}: Stock not available to reserve for the Item {1} in Warehouse {2}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1233; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1681,stock,0,APPROVE
Row #{0}: The warehouse {1} is not a child warehouse of a group warehouse {2},,erpnext/stock/doctype/item/item.py:529,stock,0,APPROVE
Row #{0}: {1} is not a valid reading field. Please refer to the field description.,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:316,stock,0,APPROVE
Row #{}: item {} has been picked already.,,erpnext/stock/doctype/pick_list/pick_list.py:198,stock,0,APPROVE
Row #{}: {} {} doesn't belong to Company {}. Please select valid {}.,,erpnext/stock/doctype/item/item.py:1401,stock,0,APPROVE
"Row {0} picked quantity is less than the required quantity, additional {1} {2} required.",,erpnext/stock/doctype/pick_list/pick_list.py:228,stock,0,APPROVE
Row {0}# Item {1} cannot be transferred more than {2} against {3} {4},,erpnext/stock/doctype/stock_entry/stock_entry.py:1459,stock,0,APPROVE
Row {0}# Item {1} not found in 'Raw Materials Supplied' table in {2} {3},,erpnext/stock/doctype/stock_entry/stock_entry.py:1483,stock,0,APPROVE
"Row {0}: As {1} is enabled, raw materials cannot be added to {2} entry. Use {3} entry to consume raw materials.",,erpnext/stock/doctype/stock_entry/stock_entry.py:1146,stock,0,APPROVE
Row {0}: Either Delivery Note Item or Packed Item reference is mandatory.,,erpnext/stock/doctype/packing_slip/packing_slip.py:128,stock,0,APPROVE
Row {0}: Packed Qty must be equal to {1} Qty.,,erpnext/stock/doctype/delivery_note/delivery_note.py:602,stock,0,APPROVE
Row {0}: Packing Slip is already created for Item {1}.,,erpnext/stock/doctype/packing_slip/packing_slip.py:147,stock,0,APPROVE
Row {0}: Please provide a valid Delivery Note Item or Packed Item reference.,,erpnext/stock/doctype/packing_slip/packing_slip.py:141,stock,0,APPROVE
Row {0}: Purchase Invoice {1} has no stock impact.,,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:129,stock,0,APPROVE
Row {0}: Qty cannot be greater than {1} for the Item {2}.,,erpnext/stock/doctype/packing_slip/packing_slip.py:153,stock,0,APPROVE
Row {0}: Qty in Stock UOM can not be zero.,,erpnext/stock/doctype/stock_entry/stock_entry.py:525,stock,0,APPROVE
Row {0}: Qty must be greater than 0.,,erpnext/stock/doctype/packing_slip/packing_slip.py:124,stock,0,APPROVE
Row {0}: Transferred quantity cannot be greater than the requested quantity.,,erpnext/stock/doctype/stock_entry/stock_entry.py:3243,stock,0,APPROVE
Row {0}: {2} Item {1} does not exist in {2} {3},,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:102,stock,0,APPROVE
SCO Supplied Item,,erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json:None,stock,0,APPROVE
Same item and warehouse combination already entered.,,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:597,stock,0,APPROVE
Scan Mode,وضع المسح,erpnext/stock/doctype/pick_list/pick_list.json:None; erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.json:None,stock,1,APPROVE
"Scan mode enabled, existing quantity will not be fetched.",,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.js:109,stock,0,APPROVE
Scheduling,الجدولة,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json:None,stock,1,APPROVE
Segregate Serial / Batch Bundle,فصل مجموعة التسلسل/الدفعة,erpnext/stock/report/stock_ledger/stock_ledger.js:122,stock,1,APPROVE
Select an Item Group.,تحديد مجموعة أصناف.,erpnext/stock/doctype/item/item.js:1041,stock,1,APPROVE
Select at least one value from each of the attributes.,حدد قيمة واحدة على الأقل من كل خاصية.,erpnext/stock/doctype/item/item.js:721,stock,1,APPROVE
Selected Serial and Batch Bundle entries have been fixed.,,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.py:163,stock,0,APPROVE
Self delivery,تسليم ذاتي,erpnext/stock/doctype/shipment/shipment.json:None,stock,1,APPROVE
Serial & Batch Item,صنف تسلسلي ودفعة,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Serial & Batch Item Settings,إعدادات الأصناف التسلسلية والدفعات,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Serial / Batch Bundle,مجموعة تسلسل/دفعة,erpnext/stock/doctype/stock_reconciliation_item/stock_reconciliation_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_supplied_item/subcontracting_receipt_supplied_item.json:None,stock,1,APPROVE
Serial / Batch No,رقم تسلسلي/دفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None,stock,1,APPROVE
Serial No (In/Out),الرقم التسلسلي (داخل/خارج),erpnext/stock/report/available_serial_no/available_serial_no.py:140,stock,1,APPROVE
Serial No Ledger,دفتر أستاذ الرقم التسلسلي,erpnext/stock/report/serial_no_ledger/serial_no_ledger.json:None; erpnext/stock/workspace/stock/stock.json:None,stock,1,APPROVE
Serial No Reserved,الرقم التسلسلي محجوز,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:2317,stock,1,APPROVE
Serial No Series Overlap,تداخل سلسلة الرقم التسلسلي,erpnext/stock/doctype/item/item.py:426,stock,1,APPROVE
Serial No and Batch Selector cannot be use when Use Serial / Batch Fields is enabled.,,erpnext/stock/doctype/stock_settings/stock_settings.js:28,stock,0,APPROVE
Serial No and Batch Traceability,,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.json:None; erpnext/stock/workspace/stock/stock.json:None,stock,0,APPROVE
Serial No is mandatory,الرقم التسلسلي إلزامي,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1072,stock,1,APPROVE
Serial No {0} does not exists,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:3025,stock,0,APPROVE
Serial No {0} is already Delivered. You cannot use them again in Manufacture / Repack entry.,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:327,stock,0,APPROVE
"Serial No {0} is not present in the {1} {2}, hence you can't return it against the {1} {2}",,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:399,stock,0,APPROVE
Serial Nos are created successfully,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1636,stock,0,APPROVE
"Serial Nos are reserved in Stock Reservation Entries, you need to unreserve them before proceeding.",,erpnext/stock/stock_ledger.py:2307,stock,0,APPROVE
Serial Nos {0} are already Delivered. You cannot use them again in Manufacture / Repack entry.,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:333,stock,0,APPROVE
Serial and Batch,التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None,stock,1,APPROVE
Serial and Batch Bundle created,تم إنشاء مجموعة التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1858,stock,1,APPROVE
Serial and Batch Bundle updated,تم تحديث مجموعة التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1930,stock,1,APPROVE
Serial and Batch Bundle {0} is not submitted,,erpnext/stock/serial_batch_bundle.py:351,stock,0,APPROVE
Serial and Batch Entry,قيد التسلسل والدفعة,erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None,stock,1,APPROVE
Serial and Batch No,التسلسل والدفعة,erpnext/stock/doctype/delivery_note_item/delivery_note_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,stock,1,APPROVE
Serial and Batch Nos,الأرقام التسلسلية والدفعات,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:53,stock,1,APPROVE
Serial and Batch Reservation,حجز التسلسل والدفعة,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Serial and Batch Summary,ملخص التسلسل والدفعة,erpnext/stock/report/serial_and_batch_summary/serial_and_batch_summary.json:None,stock,1,APPROVE
Set Serial and Batch Bundle Naming Based on Naming Series,تعيين تسمية مجموعة التسلسل والدفعة بناء على سلسلة التسمية,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Set fieldname from which you want to fetch the data from the parent form.,,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None,stock,0,APPROVE
Set the status manually.,,erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,stock,0,APPROVE
Setting Item Locations...,جار تعيين مواقع الأصناف...,erpnext/stock/doctype/pick_list/pick_list.js:95,stock,1,APPROVE
Shelf Life in Days,مدة الصلاحية بالأيام,erpnext/stock/doctype/batch/batch.py:215,stock,1,APPROVE
Shift Time (In Hours),وقت الوردية (بالساعات),erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,stock,1,APPROVE
Shipment,الشحنة,erpnext/stock/doctype/delivery_note/delivery_note.js:246; erpnext/stock/doctype/shipment/shipment.json:None,stock,1,APPROVE
Shipment Amount,مبلغ الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1,APPROVE
Shipment Delivery Note,إذن تسليم الشحنة,erpnext/stock/doctype/shipment/shipment.json:None; erpnext/stock/doctype/shipment_delivery_note/shipment_delivery_note.json:None,stock,1,APPROVE
Shipment ID,معرف الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1,APPROVE
Shipment Information,معلومات الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1,APPROVE
Shipment Parcel,طرد الشحنة,erpnext/stock/doctype/shipment/shipment.json:None; erpnext/stock/doctype/shipment_parcel/shipment_parcel.json:None,stock,1,APPROVE
Shipment Parcel Template,قالب طرد الشحنة,erpnext/stock/doctype/shipment_parcel_template/shipment_parcel_template.json:None,stock,1,APPROVE
Shipment Type,نوع الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1,APPROVE
Shipment details,تفاصيل الشحنة,erpnext/stock/doctype/shipment/shipment.json:None,stock,1,APPROVE
Shipping Address Template,قالب عنوان الشحن,erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None,stock,1,APPROVE
Show Barcode Field in Stock Transactions,إظهار حقل الباركود في معاملات المخزون,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1,APPROVE
Show Dimension Wise Stock,إظهار المخزون حسب البُعد,erpnext/stock/report/stock_balance/stock_balance.js:137,stock,1,APPROVE
Show Disabled Items,إظهار الأصناف المعطلة,erpnext/stock/report/stock_qty_vs_serial_no_count/stock_qty_vs_serial_no_count.js:29,stock,1,APPROVE
Show Disabled Warehouses,إظهار المستودعات المعطلة,erpnext/stock/report/warehouse_wise_stock_balance/warehouse_wise_stock_balance.js:16,stock,1,APPROVE
Show Item Name,إظهار اسم الصنف,erpnext/stock/report/available_batch_report/available_batch_report.js:86,stock,1,APPROVE
Show pending entries,إظهار القيود المعلقة,erpnext/stock/utils.py:585,stock,1,APPROVE
Similar types of workstations where the same operations run in parallel.,,erpnext/stock/doctype/item_lead_time/item_lead_time.json:None,stock,0,APPROVE
