source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,scope_sha256,proposal_sha256
Sub Operation,عملية فرعية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Sub Operations,عمليات فرعية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Sub assembly item references are missing. Please fetch the sub assemblies and raw materials again.,مراجع صنف التجميع الفرعي مفقودة. يرجى جلب التجميعات الفرعية والمواد الخام مرة أخرى.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Subcontracting BOM,قائمة مواد مقاول الباطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Subcontracting Inward Order,أمر استلام مقاولات باطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Subcontracting Inward Order Item,بند أمر استلام مقاولات باطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Subcontracting Receipt,إيصال استلام مقاولات باطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Supply,العرض,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
System will automatically create the serial numbers / batch for the Finished Good on submission of work order,سيقوم النظام تلقائيًا بإنشاء الأرقام التسلسلية / رقم الدفعة للمنتج التام عند تقديم أمر العمل,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Target Warehouse Reservation Error,خطأ في حجز مستودع الهدف,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Target Warehouse is required before Submit,مستودع الهدف مطلوب قبل التقديم,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Target Warehouse {0} must be same as Delivery Warehouse {1} in the Subcontracting Inward Order Item.,مستودع الهدف {0} يجب أن يكون متطابقًا مع مستودع التسليم {1} في بند أمر المقاولة من الباطن الوارد.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The Company {0} of Sales Forecast {1} does not match with the Company {2} of Master Production Schedule {3}.,الشركة {0} لتوقعات المبيعات {1} لا تتطابق مع الشركة {2} لجدول الإنتاج الرئيسي {3}.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The default BOM for that item will be fetched by the system. You can also change the BOM.,سيتم جلب قائمة المواد الافتراضية لهذا الصنف بواسطة النظام. يمكنك أيضًا تغيير قائمة المواد.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The job card {0} is in {1} state and you cannot complete.,بطاقة العمل {0} في حالة {1} ولا يمكنك إكمالها.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The job card {0} is in {1} state and you cannot start it again.,بطاقة العمل {0} في حالة {1} ولا يمكنك بدءها مرة أخرى.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The operation {0} can not add multiple times,العملية {0} لا يمكن إضافتها عدة مرات,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The operation {0} can not be the sub operation,العملية {0} لا يمكن أن تكون العملية الفرعية,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The user will be able to transfer additional materials from the store to the Work in Progress (WIP) warehouse.,سيتمكن المستخدم من تحويل مواد إضافية من المخزن إلى مستودع التشغيل قيد التنفيذ (WIP).,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The warehouse where you store finished Items before they are shipped.,المستودع الذي تخزن فيه الأصناف التامة قبل شحنها.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
The {0} {1} is used to calculate the valuation cost for the finished good {2}.,{0} {1} يُستخدم لحساب تكلفة التقييم للمنتج التام {2}.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
This is a Template BOM and will be used to make the work order for {0} of the item {1},هذه قائمة مواد نموذجية وسيتم استخدامها لإنشاء أمر العمل لـ {0} من الصنف {1},quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Time in mins.,الوقت بالدقائق.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
To Delivery Date,إلى تاريخ التسليم,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
To add Operations tick the 'With Operations' checkbox.,"لإضافة عمليات، حدد مربع الاختيار ""مع العمليات"".",quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
To add subcontracted Item's raw materials if include exploded items is disabled.,لإضافة المواد الخام لأصناف المقاولة من الباطن عند تعطيل خيار تضمين مكونات قائمة المواد الموسعة.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
To include non-stock items in the material request planning. i.e. Items for which 'Maintain Stock' checkbox is unticked.,"لتضمين الأصناف غير المخزنية في تخطيط طلبات المواد. أي الأصناف التي تم إلغاء تحديد خانة ""الحفاظ على المخزون"" لها.",quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Total Operation Time,إجمالي وقت العملية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Total Time (in Mins),إجمالي الوقت (بالدقائق),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Total Working Hours,إجمالي ساعات العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Track Semi Finished Goods,تتبع المنتجات نصف النهائية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Transfer Extra Raw Materials to WIP (%),نقل مواد خام إضافية إلى تحت التشغيل (%),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Transfer From Warehouses,النقل من المستودعات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Transfer Materials,نقل المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Transferred Raw Materials,المواد الخام المنقولة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Type of Material,نوع المادة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Unreserve,إلغاء الحجز,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Unreserve for Raw Materials,إلغاء حجز المواد الخام,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Unreserve for Sub-assembly,إلغاء حجز التجميع الفرعي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Updated via 'Time Log' (In Minutes),"محدث عبر ""سجل الوقت"" (بالدقائق)",quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Updating Work Order status,جار تحديث حالة أمر العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Use Default Warehouse,استخدام المستودع الافتراضي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Validate Components and Quantities Per BOM,التحقق من المكونات والكميات حسب قائمة المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
View BOM Update Log,عرض سجل تحديث قائمة المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
View Data Based on,عرض البيانات بناء على,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
View MRP,عرض تخطيط متطلبات المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Voucher Detail Reference,مرجع تفاصيل السند,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
WIP WH,مستودع تحت التشغيل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
WIP Work Orders,أوامر عمل تحت التشغيل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
"Warehouse {0} is not allowed for Sales Order {1}, it should be {2}",المستودع {0} غير مسموح به لأمر البيع {1}، يجب أن يكون {2},quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
"When a parent warehouse is chosen, the system conducts Project Qty checks against the associated child warehouses",عند اختيار مستودع رئيسي، يجري النظام فحوصات الكميات المتوقعة في المستودعات الفرعية المرتبطة.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Work Order / Subcontract PO,أمر عمل / أمر شراء مقاول باطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Work Order Consumed Materials,مواد أمر العمل المستهلكة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Work Order {0} created,تم إنشاء أمر العمل {0},quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Workstation Cost,تكلفة محطة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Workstation Dashboard,لوحة محطة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Workstation Operating Component,مكون تشغيل محطة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Workstation Operating Component Account,حساب مكون تشغيل محطة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Workstation Status,حالة محطة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Workstation Type,نوع محطة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
Workstations,محطات العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
"You can set it as a machine name or operation type. For example, stiching machine 12",يمكنك تعيينه كاسم آلة أو نوع عملية. على سبيل المثال، ماكينة خياطة 12,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
You can't make any changes to Job Card since Work Order is closed.,لا يمكنك إجراء أي تغييرات على بطاقة العمل لأن أمر العمل مغلق.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
You cannot change the rate if BOM is mentioned against any Item.,لا يمكنك تغيير السعر عند تحديد قائمة مواد لأي صنف.,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
as a percentage of finished item quantity,كنسبة مئوية من كمية الصنف التام,quorum-confirmed-payload,Independent A1/A2/A3 quorum PASS; released as v1.9 with exact content evidence.,stage6-W6-6 Manufacturing Batch 02 owner-approved 2026-09-24,195c789945cf2b069a1620e855b22ad38aa9cb0adf03b9b2342166c47b6e88ff,fde2fa6722c8b69bb87cbdc2c9927cf1a545e0f78f4c3b71f292f567d6f544f5
