source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Warehouse {0} does not belong to Company {1}.,المستودع {0} لا يتبع الشركة {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/putaway_rule/putaway_rule.py:67
Warehouse {0} does not exist,المستودع {0} غير موجود,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/warehouse/warehouse.py:306
Warehouse's Stock Value has already been booked in the following accounts:,تم تسجيل قيمة مخزون المستودع بالفعل في الحسابات التالية:,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/warehouse/warehouse.py:144
Warning on Negative Stock,تحذير عند المخزون السالب,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/stock_ledger.py:820
Warranty Expiry (Serial),انتهاء الضمان (تسلسلي),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.py:542
Weight (kg),الوزن (كجم),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment_parcel/shipment_parcel.json:None; erpnext/stock/doctype/shipment_parcel_template/shipment_parcel_template.json:None
"When creating an Item, entering a value for this field will automatically create an Item Price at the backend.",عند إنشاء صنف، يؤدي إدخال قيمة في هذا الحقل إلى إنشاء سعر للصنف تلقائيًا في الخلفية.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item/item.js:1072
Width (cm),العرض (سم),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment_parcel/shipment_parcel.json:None; erpnext/stock/doctype/shipment_parcel_template/shipment_parcel_template.json:None
You are not authorized to make/edit Stock Transactions for Item {0} under warehouse {1} before this time.,غير مصرح لك بإنشاء/تعديل معاملات المخزون للصنف {0} في المستودع {1} قبل هذا الوقت.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py:338
You cannot repost item valuation before {},لا يمكنك إعادة ترحيل تقييم الصنف قبل {},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:183
You have entered a duplicate Delivery Note on Row,أدخلت إذن تسليم مكررًا في الصف,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment/shipment.js:442
Zero quantity,كمية صفرية,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.py:525
after,بعد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/stock_ledger.py:2041
image,صورة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/batch/batch.json:None
performing either one below:,تنفيذ أيٍّ مما يلي:,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/stock_ledger.py:2042
product bundle item row's name in sales order. Also indicates that picked item is to be used for a product bundle,اسم صف الصنف في حزمة المنتج ضمن أمر البيع. ويشير أيضًا إلى أن الصنف المنتقى سيُستخدم في حزمة منتج.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/pick_list_item/pick_list_item.json:None
{0} account not found while submitting purchase receipt,لم يُعثر على حساب {0} عند تقديم سند استلام الشراء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/purchase_receipt/purchase_receipt.py:514
"{0} units are reserved for Item {1} in Warehouse {2}, please un-reserve the same to {3} the Stock Reconciliation.",تم حجز {0} وحدة للصنف {1} في المستودع {2}؛ يُرجى إلغاء الحجز قبل تنفيذ الإجراء {3} على تسوية المخزون.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:703
{0} units of Item {1} is not available in any of the warehouses.,لا تتوفر {0} وحدة من الصنف {1} في أي من المستودعات.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/pick_list/pick_list.py:1029
{0} units of Item {1} is picked in another Pick List.,تم انتقاء {0} وحدة من الصنف {1} في قائمة انتقاء أخرى.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/pick_list/pick_list.py:1021
{0} units of {1} are required in {2} with the inventory dimension: {3} on {4} {5} for {6} to complete the transaction.,يلزم توفر {0} وحدة من {1} في {2} ببُعد المخزون {3} بتاريخ {4} {5} لصالح {6} لإكمال المعاملة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py:145
{0} units of {1} needed in {2} on {3} {4} to complete this transaction.,يلزم توفر {0} وحدة من {1} في {2} بتاريخ {3} {4} لإكمال هذه المعاملة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/stock_ledger.py:2294; erpnext/stock/stock_ledger.py:2339
{} To Bill,{} للفوترة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/workspace/stock/stock.json:None
