source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Kilogram/Cubic Centimeter,كيلوجرام/سنتيمتر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilogram/Cubic Meter,كيلوجرام/متر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilogram/Litre,كيلوجرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilohertz,كيلوهرتز,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilojoule,كيلوجول,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilometer,كيلومتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilometer/Hour,كيلومتر/ساعة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilopascal,كيلوباسكال,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilopond,كيلوبوند,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilopound-Force,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilowatt,كيلوواط,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilowatt-Hour,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kip,كيب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Knot,عقدة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
LIFO,الأخير داخل أول خارج,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item/item.json:None; erpnext/stock/doctype/stock_settings/stock_settings.json:None
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,كيان قانوني / شركة تابعة بدليل حسابات منفصل يتبع للمنظمة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
License Plate,لوحة المركبة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/vehicle/vehicle.json:None
Litre,لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Litre-Atmosphere,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Manager,مدير,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:20
Managing Director,العضو المنتدب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:21
Marketing Specialist,أخصائي تسويق,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:23
Mass Mailing,بريد جماعي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/marketing_source.txt:7
Megacoulomb,ميجا كولوم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Megagram/Litre,ميجاجرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Megahertz,ميجاهرتز,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Megajoule,ميجاجول,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Megawatt,ميجاواط,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Messaging CRM Campagin,حملة الرسائل في إدارة علاقات العملاء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/install.py:127
Meter,متر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Meter Of Water,متر ماء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Meter/Second,متر/ثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Microbar,مايكروبار,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Microgram,مايكروجرام,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Microgram/Litre,مايكروجرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Micrometer,مايكرومتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Microsecond,مايكروثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Mile,ميل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Mile (Nautical),ميل (بحري),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Mile/Hour,ميل/ساعة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Mile/Minute,ميل/دقيقة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Mile/Second,ميل/ثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Milibar,ميليبار,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Milliampere,ميلي أمبير,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Millicoulomb,ميلي كولوم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Milligram,مليجرام,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Milligram/Cubic Centimeter,مليجرام/سنتيمتر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Milligram/Cubic Meter,مليجرام/متر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Milligram/Cubic Millimeter,مليجرام/مليمتر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Milligram/Litre,مليجرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Millihertz,ميلي هرتز,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Millilitre,مليلتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Millimeter,مليمتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Millimeter Of Mercury,مليمتر زئبق,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Millimeter Of Water,مليمتر ماء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Millisecond,ميلي ثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Model,الطراز,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/vehicle/vehicle.json:None
Motion Picture & Video,الإنتاج السينمائي والفيديو,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:32
Music,الموسيقى والإنتاج الصوتي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:33
Nanocoulomb,نانو كولوم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Nanogram/Litre,نانوجرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Nanohertz,نانوهيرتز,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Nanometer,نانومتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Nanosecond,نانوثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Newspaper Publishers,دور نشر الصحف,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:34
Newton,نيوتن,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Nos,عدد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None; erpnext/stock/utils.py:711; erpnext/stock/utils.py:713
Not authorized since {0} exceeds limits,غير مصرح به لأن {0} يتجاوز الحدود,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/authorization_control/authorization_control.py:59
O+,+O,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
O-,-O,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Offer Date,تاريخ العرض,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Oldest Of Invoice Or Advance,الأقدم بين الفاتورة أو الدفعة المقدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Online Auctions,المزادات الإلكترونية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:35
Ounce,أونصة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ounce-Force,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ounce/Cubic Foot,أونصة/قدم مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ounce/Cubic Inch,أونصة/بوصة مكعبة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ounce/Gallon (UK),أونصة/جالون (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ounce/Gallon (US),أونصة/جالون (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Owned,مملوك,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Pair,زوج,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Parts Per Million,جزء في المليون,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pascal,باسكال,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Passport Details,تفاصيل جواز السفر,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Passport Number,رقم جواز السفر,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Peck (UK),بيك (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Peck (US),بيك (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pension Funds,صناديق التقاعد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:36
Personal Details,تفاصيل شخصية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Pharmaceuticals,الأدوية والمستحضرات الصيدلانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:37
Pint (UK),باينت (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pint (US),باينت (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
"Pint, Dry (US)",باينت جاف (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
"Pint, Liquid (US)",باينت سائل (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Please select a country,يُرجى تحديد بلد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday_list/holiday_list.py:89
Pond,بوند,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pood,بود,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pound,رطل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pound-Force,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pound/Cubic Foot,رطل/قدم مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pound/Cubic Inch,رطل/بوصة مكعبة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pound/Cubic Yard,رطل/ياردة مكعبة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pound/Gallon (UK),رطل/جالون (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Pound/Gallon (US),رطل/جالون (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Poundal,باوندال,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Preferred Contact Email,بريد الاتصال المفضل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Preferred Email,البريد المفضل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
President,رئيس,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:24
Private Equity,الملكية الخاصة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:38
Process in Single Transaction,معالجة في معاملة واحدة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Product Manager,مدير منتج,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:25
Project Manager,مدير مشروع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:26
Provisional Account,حساب مؤقت,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.py:565
Psi/1000 Feet,رطل لكل بوصة مربعة/1000 قدم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Publishing,النشر والطباعة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:39
Purchase Expense,مصروف الشراء,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Purchase Expense Account,حساب مصروف الشراء,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item_default/item_default.json:None
Purchase Expense Contra Account,حساب مقابل مصروف الشراء,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item_default/item_default.json:None
Quart (UK),كوارت (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Quart Dry (US),كوارت جاف (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Quart Liquid (US),كوارت سائل (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Quintal,قنطار متري,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Real Estate,العقارات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:40
Receive from Customer,استلام من العميل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/operations/install_fixtures.py:120; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/stock/doctype/stock_entry_type/stock_entry_type.json:None
Reconciliation Takes Effect On,تسري التسوية في,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Relieving Date,تاريخ إنهاء الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Report an Issue,الإبلاغ عن مشكلة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/install.py:206
Reporting Currency,عملة التقارير,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Researcher,باحث,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:27
Reseller,موزع معتمد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/sales_partner_type.txt:7
Reset Company Default Values,إعادة تعيين القيم الافتراضية للشركة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Resignation Letter Date,تاريخ خطاب الاستقالة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Retail & Wholesale,تجارة التجزئة والجملة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:41
