source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Updated via 'Time Log' (In Minutes),"محدث عبر ""سجل الوقت"" (بالدقائق)",PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None
Updating Work Order status,جار تحديث حالة أمر العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:1102
Use Default Warehouse,استخدام المستودع الافتراضي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:146
Validate Components and Quantities Per BOM,التحقق من المكونات والكميات حسب قائمة المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None
View BOM Update Log,عرض سجل تحديث قائمة المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.js:25
View Data Based on,عرض البيانات بناء على,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:93
View MRP,عرض تخطيط متطلبات المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.js:65
Voucher Detail Reference,مرجع تفاصيل السند,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order_item/work_order_item.json:None
WIP WH,مستودع تحت التشغيل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None
WIP Work Orders,أوامر عمل تحت التشغيل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
"Warehouse {0} is not allowed for Sales Order {1}, it should be {2}",المستودع {0} غير مسموح به لأمر البيع {1}، يجب أن يكون {2},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.py:234
"When a parent warehouse is chosen, the system conducts Project Qty checks against the associated child warehouses",عند اختيار مستودع رئيسي، يجري النظام فحوصات الكميات المتوقعة في المستودعات الفرعية المرتبطة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.json:None
Work Order / Subcontract PO,أمر عمل / أمر شراء مقاول باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:144
Work Order Consumed Materials,مواد أمر العمل المستهلكة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/work_order_consumed_materials/work_order_consumed_materials.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
Work Order {0} created,تم إنشاء أمر العمل {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.py:1372
Workstation Cost,تكلفة محطة العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation_cost/workstation_cost.json:None
Workstation Dashboard,لوحة محطة العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None
Workstation Operating Component,مكون تشغيل محطة العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation_operating_component/workstation_operating_component.json:None
Workstation Operating Component Account,حساب مكون تشغيل محطة العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation_operating_component_account/workstation_operating_component_account.json:None
Workstation Status,حالة محطة العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None
Workstation Type,نوع محطة العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom_operation/bom_operation.json:None; erpnext/manufacturing/doctype/job_card/job_card.json:None; erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None; erpnext/manufacturing/doctype/workstation/workstation.json:None; erpnext/manufacturing/doctype/workstation_type/workstation_type.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
Workstations,محطات العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/plant_floor/plant_floor.json:None
"You can set it as a machine name or operation type. For example, stiching machine 12",يمكنك تعيينه كاسم آلة أو نوع عملية. على سبيل المثال، ماكينة خياطة 12,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.js:59
You can't make any changes to Job Card since Work Order is closed.,لا يمكنك إجراء أي تغييرات على بطاقة العمل لأن أمر العمل مغلق.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.py:1211
You cannot change the rate if BOM is mentioned against any Item.,لا يمكنك تغيير السعر عند تحديد قائمة مواد لأي صنف.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:698
as a percentage of finished item quantity,كنسبة مئوية من كمية الصنف التام,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:966
material_request_item,,EXCEPTION-technical,snake_case technical field identifier (keep vendor rendering; no translation),stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan_item/production_plan_item.json:None
temporary name,اسم مؤقت,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan_item/production_plan_item.json:None
via BOM Update Tool,عبر أداة تحديث قائمة المواد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom_update_log/bom_updation_utils.py:41
{0} Operating Cost for operation {1},{0} تكلفة التشغيل للعملية {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.py:1560
{0} items lost during process.,فقدان {0} من الأصناف أثناء العملية.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:494
