source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,proposal_sha256
The following assets have failed to automatically post depreciation entries: {0},فشلت الأصول التالية في ترحيل قيود الإهلاك تلقائياً: {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
The following rows are duplicates:,الصفوف التالية مكررة:,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0} was adjusted through Asset Value Adjustment {1}.,تم إنشاء هذا الجدول عند تعديل الأصل {0} من خلال تسوية قيمة الأصل {1}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0} was consumed through Asset Capitalization {1}.,تم إنشاء هذا الجدول عند استهلاك الأصل {0} من خلال رسملة الأصل {1}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0} was repaired through Asset Repair {1}.,تم إنشاء هذا الجدول عند إصلاح الأصل {0} من خلال إصلاح الأصل {1}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0} was restored on Asset Capitalization {1}'s cancellation.,تم إنشاء هذا الجدول عند استعادة الأصل {0} عند إلغاء رسملة الأصل {1}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0} was restored.,تم إنشاء هذا الجدول عند استعادة الأصل {0}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0} was scrapped.,تم إنشاء هذا الجدول عند تخريد الأصل {0}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0} was {1} into new Asset {2}.,تم إنشاء هذا الجدول عندما كان الأصل {0} {1} إلى أصل جديد {2}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0}'s Asset Value Adjustment {1} was cancelled.,تم إنشاء هذا الجدول عند إلغاء تسوية قيمة الأصل {1} للأصل {0}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
This schedule was created when Asset {0}'s shifts were adjusted through Asset Shift Allocation {1}.,تم إنشاء هذا الجدول عند تعديل ورديات الأصل {0} من خلال تخصيص وردية الأصل {1}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
"To enable Capital Work in Progress Accounting,",لتمكين محاسبة المشروعات تحت التنفيذ الرأسمالية،,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Total Asset Cost,إجمالي تكلفة الأصل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Total Number of Booked Depreciations ,إجمالي عدد الإهلاكات المسجلة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Total Repair Cost,إجمالي تكلفة الإصلاح,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Total Value,إجمالي القيمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Transfer Asset,نقل الأصل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Transfer and Issue,نقل وإصدار,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Update stock must be enabled for the purchase invoice {0},يجب تفعيل خيار تحديث المخزون لفاتورة الشراء {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Value Details,تفاصيل القيمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
View General Ledger,عرض دفتر الأستاذ العام,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
via Asset Repair,عبر إصلاح الأصل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
{0} is in Draft. Submit it before creating the Asset.,{0} في حالة مسودة. يرجى ترحيلها قبل إنشاء الأصل.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
