source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Job Card and Capacity Planning,بطاقة العمل وتخطيط السعة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None
Job Card {0} has been completed,تم إكمال بطاقة العمل {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.py:1335
Job Cards,بطاقات العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None
Kindly cancel the Manufacturing Entries first against the work order {0}.,يرجى إلغاء قيود التصنيع أولاً مقابل أمر العمل {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.py:879
Learn Manufacturing,تعلم التصنيع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
Level (BOM),المستوى (قائمة المواد),preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/production_plan_sub_assembly_item/production_plan_sub_assembly_item.json:None
MPS Generated,تم إنشاء خطة الإنتاج الرئيسية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json:None; erpnext/manufacturing/doctype/sales_forecast/sales_forecast_list.js:9
MRP Log documents are being created in the background.,يتم إنشاء مستندات سجل تخطيط متطلبات المواد في الخلفية.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.py:448
Main Item Code,كود الصنف الرئيسي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/material_request_plan_item/material_request_plan_item.json:None
Make Purchase / Work Order,إنشاء أمر شراء/عمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:130
Make Serial No / Batch from Work Order,إنشاء رقم تسلسلي/دفعة من أمر العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None
Make Subcontracting PO,إنشاء أمر شراء مقاول باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.js:410
Make Transfer Entry,إنشاء قيد نقل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.js:427
Manufactured Items Value,قيمة الأصناف المصنعة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
Manufacturing BOM,قائمة مواد التصنيع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None
Manufacturing Type,نوع التصنيع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/production_plan_sub_assembly_item/production_plan_sub_assembly_item.json:None
Master Production Schedule,خطة الإنتاج الرئيسية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
Master Production Schedule Item,عنصر خطة الإنتاج الرئيسية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule_item/master_production_schedule_item.json:None
Material Requirements Planning,تخطيط متطلبات المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
Material Requirements Planning Report,تقرير تخطيط متطلبات المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.json:None
Materials needs to be transferred to the work in progress warehouse for the job card {0},يجب نقل المواد إلى مستودع الأعمال قيد التنفيذ لبطاقة العمل {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.py:733
Max Producible Qty,أقصى كمية قابلة للإنتاج,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.json:None
Missing value,قيمة مفقودة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/bom/bom.py:1128; erpnext/manufacturing/doctype/work_order/work_order.py:1446
Move Stock,نقل المخزون,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/plant_floor/plant_floor.js:239
Multi-level BOM Creator,منشئ قائمة مواد متعددة المستويات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/bom_creator/bom_creator.js:42
New Version,إصدار جديد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:178
No Purchase Orders were created,لم يتم إنشاء أوامر شراء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.py:771
No Work Orders were created,لم يتم إنشاء أوامر عمل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.py:768; erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.py:249
No items are available in sales orders {0} for production,لا توجد أصناف متوفرة في أوامر البيع {0} للإنتاج,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.py:157
No items are available in the sales order {0} for production,لا توجد أصناف متوفرة في أمر البيع {0} للإنتاج,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.py:154; erpnext/manufacturing/doctype/production_plan/production_plan.py:166
No open Material Requests found for the given criteria.,لم يتم العثور على طلبات مواد مفتوحة للمعايير المحددة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.py:323
No sales data found for the selected items.,لم يتم العثور على بيانات مبيعات للأصناف المحددة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/sales_forecast/sales_forecast.py:117
Not permitted to make Purchase Orders,غير مسموح بإنشاء أوامر شراء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.py:1283
Number of Weeks / Months,عدد الأسابيع/الأشهر,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json:None
On Hand,متاح,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.py:1020
Once the Work Order is Closed. It can't be resumed.,بمجرد إغلاق أمر العمل، لا يمكن استئنافه.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:717
Open BOM {0},فتح قائمة المواد {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/bom/bom_item_preview.html:24
Open Item {0},فتح الصنف {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/bom/bom_item_preview.html:28; erpnext/manufacturing/doctype/work_order/work_order_preview.html:28
Open Orders,الأوامر المفتوحة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.json:None
Open Work Order {0},فتح أمر العمل {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order_preview.html:24
Operating Component,مكوّن التشغيل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/workstation_cost/workstation_cost.json:None
Operating Components Cost,تكلفة مكونات التشغيل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None; erpnext/manufacturing/doctype/workstation_type/workstation_type.json:None
Operating Cost Per BOM Quantity,تكلفة التشغيل لكل كمية قائمة مواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/bom/bom.json:None
Operating Costs (Per Hour),تكاليف التشغيل (لكل ساعة),preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None; erpnext/manufacturing/doctype/workstation_type/workstation_type.json:None
Operation & Materials,العملية والمواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None
Operation Row ID,معرف صف العملية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None
Operation Row Id,معرف صف العملية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/work_order_item/work_order_item.json:None
Operation time does not depend on quantity to produce,وقت العملية لا يعتمد على الكمية المراد إنتاجها,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,erpnext/manufacturing/doctype/bom_operation/bom_operation.json:None
