app,msgid,msgstr,context,locations,comments,skip,review_notes
erpnext,Please rectify and try again.,,,erpnext/stock/doctype/shipment/shipment.js:444,,,
erpnext,Please refresh or reset the Plaid linking of the Bank {}.,,,erpnext/erpnext_integrations/doctype/plaid_settings/plaid_settings.py:251,,,
erpnext,Please save before proceeding.,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.js:12; erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.js:28,,,
erpnext,Please save the Sales Order before adding a delivery schedule.,,,erpnext/selling/doctype/sales_order/sales_order.js:859,,,
erpnext,Please select Bank Account,يرجى تحديد الحساب البنكي,,erpnext/accounts/doctype/bank_reconciliation_tool/bank_reconciliation_tool.js:68,,,reviewed_glossary
erpnext,Please select Finished Good Item for Service Item {0},,,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.py:210; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.py:314,,,
erpnext,Please select Periodic Accounting Entry Difference Account,,,erpnext/accounts/doctype/journal_entry/journal_entry.py:251,,,
erpnext,Please select Serial/Batch Nos to reserve or change Reservation Based On to Qty.,,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:451,,,
erpnext,Please select Stock Asset Account,,,erpnext/accounts/doctype/journal_entry/journal_entry.py:270,,,
erpnext,Please select Subcontracting Order instead of Purchase Order {0},,,erpnext/stock/doctype/stock_entry/stock_entry.py:1528,,,
erpnext,Please select Unrealized Profit / Loss account or add default Unrealized Profit / Loss account account for company {0},,,erpnext/controllers/accounts_controller.py:2801,,,
erpnext,Please select a Subcontracting Purchase Order.,,,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.py:163,,,
erpnext,Please select a Warehouse,يرجى تحديد مستودع,,erpnext/public/js/utils/serial_no_batch_selector.js:653,,,reviewed_glossary
erpnext,Please select a Work Order first.,,,erpnext/manufacturing/doctype/job_card/job_card.py:1444,,,
erpnext,Please select a country,,,erpnext/setup/doctype/holiday_list/holiday_list.py:89,,,
erpnext,Please select a customer for fetching payments.,,,erpnext/accounts/report/sales_register/sales_register.py:36,,,
erpnext,Please select a date,يرجى تحديد تاريخ,,erpnext/www/book_appointment/index.js:67,,,reviewed_glossary
erpnext,Please select a date and time,يرجى تحديد تاريخ ووقت,,erpnext/www/book_appointment/index.js:52,,,reviewed_glossary
erpnext,Please select a frequency for delivery schedule,,,erpnext/selling/doctype/sales_order/sales_order.js:709,,,
erpnext,Please select a row to create a Reposting Entry,يرجى تحديد صف لإنشاء قيد إعادة ترحيل,,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:135; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.js:73,,,reviewed_glossary
erpnext,Please select a supplier for fetching payments.,,,erpnext/accounts/report/purchase_register/purchase_register.py:35,,,
erpnext,Please select a valid Purchase Order that has Service Items.,,,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.py:152,,,
erpnext,Please select a valid Purchase Order that is configured for Subcontracting.,,,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.py:149,,,
erpnext,Please select an item code before setting the warehouse.,,,erpnext/assets/doctype/asset_repair/asset_repair.js:194,,,
erpnext,"Please select at least one filter: Item Code, Batch, or Serial No.",,,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.py:43,,,
erpnext,Please select at least one row to fix,يرجى تحديد صف واحد على الأقل للإصلاح,,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.js:33,,,reviewed_glossary
erpnext,Please select at least one row with difference value,,,erpnext/stock/report/stock_qty_vs_batch_qty/stock_qty_vs_batch_qty.js:50,,,
erpnext,Please select atleast one item to continue,,,erpnext/selling/doctype/sales_order/sales_order.js:1288,,,
erpnext,Please select atleast one operation to create Job Card,,,erpnext/manufacturing/doctype/work_order/work_order.js:381,,,
erpnext,Please select either the Item or Warehouse or Warehouse Type filter to generate the report.,,,erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py:30,,,
erpnext,Please select items to reserve.,يرجى تحديد الأصناف المطلوب حجزها.,,erpnext/public/js/stock_reservation.js:212; erpnext/selling/doctype/sales_order/sales_order.js:419; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:301,,,reviewed_glossary
erpnext,Please select items to unreserve.,يرجى تحديد الأصناف المطلوب إلغاء حجزها.,,erpnext/public/js/stock_reservation.js:290; erpnext/selling/doctype/sales_order/sales_order.js:523; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:399,,,reviewed_glossary
erpnext,Please select only one row to create a Reposting Entry,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.js:75,,,
erpnext,Please select rows to create Reposting Entries,,,erpnext/stock/report/stock_and_account_value_comparison/stock_and_account_value_comparison.js:59; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:107,,,
erpnext,Please select the Warehouse first,يرجى تحديد المستودع أولا,,erpnext/stock/doctype/item/item.js:316,,,reviewed_glossary
erpnext,Please select the required filters,,,erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py:21,,,
erpnext,Please select valid document type.,,,erpnext/support/doctype/service_level_agreement/service_level_agreement.py:200,,,
erpnext,Please set '{0}' in Company: {1},,,erpnext/accounts/general_ledger.py:554,,,
erpnext,Please set Account,يرجى تعيين الحساب,,erpnext/accounts/doctype/ledger_merge/ledger_merge.js:36,,,reviewed_glossary
erpnext,Please set Account for Change Amount,يرجى تعيين حساب لمبلغ الباقي,,erpnext/accounts/doctype/sales_invoice/sales_invoice.py:1805,,,reviewed_glossary
erpnext,Please set Accounting Dimension {} in {},,,erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.py:333,,,
erpnext,Please set Customer Address to determine if the transaction is an export.,,,erpnext/regional/united_arab_emirates/utils.py:26,,,
erpnext,Please set Email/Phone for the contact,,,erpnext/stock/doctype/shipment/shipment.js:176,,,
erpnext,Please set Fiscal Code for the customer '%s',,,erpnext/regional/italy/utils.py:250,,,
erpnext,Please set Fiscal Code for the public administration '%s',,,erpnext/regional/italy/utils.py:258,,,
erpnext,Please set Fixed Asset Account in Asset Category {0},,,erpnext/assets/doctype/asset/depreciation.py:729,,,
erpnext,Please set Fixed Asset Account in {} against {}.,,,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py:592,,,
erpnext,Please set Parent Row No for item {0},,,erpnext/manufacturing/doctype/bom_creator/bom_creator.py:256,,,
erpnext,Please set Purchase Expense Contra Account in Company {0},,,erpnext/controllers/buying_controller.py:352,,,
erpnext,Please set Root Type,يرجى تعيين نوع الجذر,,erpnext/accounts/doctype/ledger_merge/ledger_merge.js:24; erpnext/accounts/doctype/ledger_merge/ledger_merge.js:35,,,reviewed_glossary
erpnext,Please set Tax ID for the customer '%s',,,erpnext/regional/italy/utils.py:265,,,
erpnext,Please set VAT Accounts in {0},,,erpnext/regional/report/vat_audit_report/vat_audit_report.py:56,,,
erpnext,"Please set Vat Accounts for Company: ""{0}"" in UAE VAT Settings",,,erpnext/regional/united_arab_emirates/utils.py:83,,,
erpnext,Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},,,erpnext/assets/doctype/asset/asset.py:369,,,
erpnext,Please set a default Holiday List for Company {0},,,erpnext/projects/doctype/project/project.py:731,,,
erpnext,Please set actual demand or sales forecast to generate Material Requirements Planning Report.,,,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.js:68,,,
erpnext,Please set an Address on the Company '%s',,,erpnext/regional/italy/utils.py:220,,,
erpnext,Please set an Expense Account in the Items table,,,erpnext/controllers/stock_controller.py:872,,,
erpnext,Please set both the Tax ID and Fiscal Code on Company {0},,,erpnext/regional/italy/utils.py:240,,,
erpnext,Please set default Exchange Gain/Loss Account in Company {},يرجى تعيين حساب ربح/خسارة الصرف الافتراضي في الشركة {},,erpnext/accounts/utils.py:2385,,,reviewed_glossary
erpnext,Please set default Expense Account in Company {0},يرجى تعيين حساب المصروف الافتراضي في الشركة {0},,erpnext/assets/doctype/asset_repair/asset_repair.py:386,,,reviewed_glossary
erpnext,Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,,,erpnext/controllers/stock_controller.py:731,,,
erpnext,"Please set default inventory account for item {0}, or their item group or brand.",,,erpnext/controllers/stock_controller.py:190,,,
erpnext,Please set one of the following:,,,erpnext/controllers/accounts_controller.py:2365,,,
erpnext,Please set opening number of booked depreciations,,,erpnext/assets/doctype/asset/asset.py:634,,,
erpnext,Please set the Target Warehouse in the Job Card,,,erpnext/manufacturing/doctype/job_card/job_card.py:1507,,,
erpnext,Please set the WIP Warehouse in the Job Card,,,erpnext/manufacturing/doctype/job_card/job_card.py:1511,,,
erpnext,Please set the cost center field in {0} or setup a default Cost Center for the Company.,,,erpnext/accounts/doctype/gl_entry/gl_entry.py:182,,,
erpnext,Please set {0} first.,,,erpnext/public/js/queries.js:34; erpnext/public/js/queries.js:49; erpnext/public/js/queries.js:82; erpnext/public/js/queries.js:103; erpnext/public/js/queries.js:130,,,
erpnext,Please set {0} in BOM Creator {1},,,erpnext/manufacturing/doctype/bom_creator/bom_creator.py:209,,,
erpnext,Please set {0} in Company {1} to account for Exchange Gain / Loss,,,erpnext/accounts/doctype/payment_entry/payment_entry.py:1210,,,
erpnext,"Please set {0} to {1}, the same account that was used in the original invoice {2}.",,,erpnext/controllers/accounts_controller.py:593,,,
erpnext,Please setup and enable a group account with the Account Type - {0} for the company {1},,,erpnext/erpnext_integrations/doctype/plaid_settings/plaid_settings.py:97,,,
erpnext,Please share this email with your support team so that they can find and fix the issue.,,,erpnext/assets/doctype/asset/depreciation.py:352,,,
erpnext,Please specify a {0} first.,,,erpnext/public/js/queries.js:144,,,
erpnext,Please try again in an hour.,يرجى المحاولة مرة أخرى بعد ساعة.,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:247,,,reviewed_glossary
erpnext,Please uncheck 'Show in Bucket View' to create Orders,,,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:139,,,
erpnext,Please update Repair Status.,,,erpnext/assets/doctype/asset_repair/asset_repair.py:237,,,
erpnext,Pond,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Pood,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Portal User,,,erpnext/utilities/doctype/portal_user/portal_user.json:None,Name of a DocType,,
erpnext,Portal Users,,,erpnext/buying/doctype/supplier/supplier.json:None; erpnext/selling/doctype/customer/customer.json:None,Label of the portal_users_tab (Tab Break) field in DocType 'Supplier' | Label of the portal_users_tab (Tab Break) field in DocType 'Customer',,
erpnext,Post Route Key List,,,erpnext/support/doctype/support_search_source/support_search_source.json:None,Label of the post_route_key_list (Data) field in DocType 'Support Search | Source',,
erpnext,Posting Date Inheritance for Exchange Gain / Loss,توريث تاريخ الترحيل لربح/خسارة الصرف,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json:None,Label of the exchange_gain_loss_posting_date (Select) field in DocType | 'Accounts Settings',,reviewed_glossary
erpnext,Posting Date will change to today's date as Edit Posting Date and Time is unchecked. Are you sure want to proceed?,,,erpnext/public/js/controllers/transaction.js:992,,,
erpnext,Posting Datetime,تاريخ ووقت الترحيل,,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None; erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None; erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json:None; erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None,Label of the posting_datetime (Datetime) field in DocType 'Serial and Batch | Bundle' | Entry' | Label of the posting_datetime (Datetime) field in DocType 'Stock Closing | Balance' | Label of the posting_datetime (Datetime) field in DocType 'Stock Ledger,,reviewed_glossary
erpnext,Potential Sales Deal,صفقة مبيعات محتملة,,erpnext/crm/doctype/opportunity/opportunity.json:None,Description of a DocType,,reviewed_glossary
erpnext,Pound,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Pound-Force,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Pound/Cubic Foot,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Pound/Cubic Inch,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Pound/Cubic Yard,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Pound/Gallon (UK),,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Pound/Gallon (US),,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Poundal,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Powered by {0},,,erpnext/templates/includes/footer/footer_powered.html:1,,,
erpnext,Preferred Contact Email,بريد الاتصال المفضل,,erpnext/setup/doctype/employee/employee.json:None,Label of the prefered_contact_email (Select) field in DocType 'Employee',,reviewed_glossary
erpnext,Preferred Email,البريد المفضل,,erpnext/setup/doctype/employee/employee.json:None,Label of the prefered_email (Data) field in DocType 'Employee',,reviewed_glossary
erpnext,Prepaid Expenses,مصروفات مدفوعة مقدما,,erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py:34; erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py:51,,,reviewed_glossary
erpnext,President,,,erpnext/setup/setup_wizard/data/designation.txt:24,,,
erpnext,Preview Required Materials,معاينة المواد المطلوبة,,erpnext/manufacturing/doctype/production_plan/production_plan.json:None,Label of the download_materials_request_plan_section_section (Section Break) | field in DocType 'Production Plan',,reviewed_glossary
erpnext,"Previous Year is not closed, please close it first",,,erpnext/accounts/doctype/period_closing_voucher/period_closing_voucher.py:100,,,
erpnext,Price ({0}),,,erpnext/buying/report/supplier_quotation_comparison/supplier_quotation_comparison.py:244,,,
erpnext,Price List Defaults,إعدادات قائمة الأسعار الافتراضية,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the price_list_defaults_section (Section Break) field in DocType | 'Stock Settings',,reviewed_glossary
erpnext,Price Per Unit ({0}),,,erpnext/buying/report/supplier_quotation_comparison/supplier_quotation_comparison.py:251,,,
erpnext,Price is not set for the item.,لم يتم تعيين سعر للصنف.,,erpnext/selling/page/point_of_sale/pos_controller.js:720,,,reviewed_glossary
erpnext,"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.",,,erpnext/accounts/doctype/pricing_rule/pricing_rule.js:44,,,
erpnext,"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.",,,erpnext/accounts/doctype/pricing_rule/pricing_rule.js:40,,,
erpnext,Pricing Rules are further filtered based on quantity.,,,erpnext/accounts/doctype/pricing_rule/pricing_rule.js:46,,,
erpnext,Primary Address and Contact,العنوان وجهة الاتصال الرئيسية,,erpnext/buying/doctype/supplier/supplier.json:None; erpnext/selling/doctype/customer/customer.json:None,Label of the primary_address_and_contact_detail_section (Section Break) | field in DocType 'Supplier' | Label of the primary_address_and_contact_detail (Section Break) field in | DocType 'Customer',,reviewed_glossary
erpnext,Primary Party,الجهة الرئيسية,,erpnext/accounts/doctype/party_link/party_link.json:None,Label of the primary_party (Dynamic Link) field in DocType 'Party Link',,reviewed_glossary
erpnext,Primary Role,الدور الرئيسي,,erpnext/accounts/doctype/party_link/party_link.json:None,Label of the primary_role (Link) field in DocType 'Party Link',,reviewed_glossary
erpnext,Print Format Type should be Jinja.,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.py:123,,,
erpnext,Print Format must be an enabled Report Print Format matching the selected Report.,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.py:127,,,
erpnext,Print Receipt on Order Complete,طباعة الإيصال عند إكمال الطلب,,erpnext/accounts/doctype/pos_profile/pos_profile.json:None,Label of the print_receipt_on_order_complete (Check) field in DocType 'POS | Profile',,reviewed_glossary
erpnext,Printed on {0},طبع في {0},,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:383; erpnext/accounts/report/accounts_receivable/accounts_receivable.html:291; erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.html:46; erpnext/accounts/report/financial_statements.html:76; erpnext/accounts/report/general_ledger/general_ledger.html:180; erpnext/buying/report/supplier_quotation_comparison/supplier_quotation_comparison.html:127,,,reviewed_glossary
erpnext,Printing Details,تفاصيل الطباعة,,erpnext/stock/doctype/material_request/material_request.json:None,Label of the printing_details (Section Break) field in DocType 'Material | Request',,reviewed_glossary
erpnext,Priority cannot be lesser than 1.,,,erpnext/stock/doctype/putaway_rule/putaway_rule.py:61,,,
erpnext,Priority is mandatory,الأولوية إلزامية,,erpnext/accounts/doctype/pricing_rule/pricing_rule.py:161,,,reviewed_glossary
erpnext,Private Equity,,,erpnext/setup/setup_wizard/data/industry_type.txt:38,,,
erpnext,Probability,الاحتمال,,erpnext/crm/doctype/prospect_opportunity/prospect_opportunity.json:None,Label of the probability (Percent) field in DocType 'Prospect Opportunity',,reviewed_glossary
erpnext,Probability (%),الاحتمال (%),,erpnext/crm/doctype/opportunity/opportunity.json:None,Label of the probability (Percent) field in DocType 'Opportunity',,reviewed_glossary
erpnext,Procedures dropped,,,erpnext/accounts/doctype/accounts_settings/accounts_settings.js:39,,,
erpnext,Process Loss,خسارة العملية,,erpnext/manufacturing/doctype/bom/bom.json:None; erpnext/stock/doctype/stock_entry/stock_entry.json:None,Label of the process_loss_section (Section Break) field in DocType 'BOM' | Label of the section_break_7qsm (Section Break) field in DocType 'Stock | Entry',,reviewed_glossary
erpnext,Process Loss Percentage cannot be greater than 100,,,erpnext/manufacturing/doctype/bom/bom.py:1165,,,
erpnext,Process Loss Qty,كمية خسارة العملية,,erpnext/manufacturing/doctype/bom/bom.json:None; erpnext/manufacturing/doctype/job_card/job_card.json:None; erpnext/manufacturing/doctype/work_order/work_order.json:None; erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None; erpnext/manufacturing/report/process_loss_report/process_loss_report.py:94; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/subcontracting/doctype/subcontracting_inward_order_item/subcontracting_inward_order_item.json:None,Label of the process_loss_qty (Float) field in DocType 'BOM' | Label of the process_loss_qty (Float) field in DocType 'Job Card' | Label of the process_loss_qty (Float) field in DocType 'Work Order' | Label of the process_loss_qty (Float) field in DocType 'Work Order | Operation' | Label of the process_loss_qty (Float) field in DocType 'Stock Entry' | Label of the process_loss_qty (Float) field in DocType 'Subcontracting | Inward Order Item',,reviewed_glossary
erpnext,Process Loss Quantity,كمية خسارة العملية,,erpnext/manufacturing/doctype/job_card/job_card.js:332,,,reviewed_glossary
erpnext,Process Loss Report,تقرير خسارة العملية,,erpnext/manufacturing/report/process_loss_report/process_loss_report.json:None,Name of a report,,reviewed_glossary
erpnext,Process Loss Value,قيمة خسارة العملية,,erpnext/manufacturing/report/process_loss_report/process_loss_report.py:100,,,reviewed_glossary
erpnext,Process Payment Reconciliation,معالجة تسوية الدفع,,erpnext/accounts/doctype/process_payment_reconciliation/process_payment_reconciliation.json:None,Name of a DocType,,reviewed_glossary
erpnext,Process Payment Reconciliation Log,سجل معالجة تسوية الدفع,,erpnext/accounts/doctype/process_payment_reconciliation_log/process_payment_reconciliation_log.json:None,Name of a DocType,,reviewed_glossary
erpnext,Process Payment Reconciliation Log Allocations,تخصيصات سجل معالجة تسوية الدفع,,erpnext/accounts/doctype/process_payment_reconciliation_log_allocations/process_payment_reconciliation_log_allocations.json:None,Name of a DocType,,reviewed_glossary
erpnext,Process Period Closing Voucher,معالجة سند إغلاق الفترة,,erpnext/accounts/doctype/process_period_closing_voucher/process_period_closing_voucher.json:None,Name of a DocType,,reviewed_glossary
erpnext,Process Period Closing Voucher Detail,تفاصيل معالجة سند إغلاق الفترة,,erpnext/accounts/doctype/process_period_closing_voucher_detail/process_period_closing_voucher_detail.json:None,Name of a DocType,,reviewed_glossary
erpnext,Process Statement Of Accounts CC,نسخة كشف الحساب,,erpnext/accounts/doctype/process_statement_of_accounts_cc/process_statement_of_accounts_cc.json:None,Name of a DocType,,reviewed_glossary
erpnext,Process Subscription,معالجة الاشتراك,,erpnext/accounts/doctype/process_subscription/process_subscription.json:None,Name of a DocType,,reviewed_glossary
erpnext,Process in Single Transaction,,,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None,Label of the process_in_single_transaction (Check) field in DocType | 'Transaction Deletion Record',,
erpnext,Processed BOMs,قوائم مواد معالجة,,erpnext/manufacturing/doctype/bom_update_log/bom_update_log.json:None,Label of the processed_boms (Long Text) field in DocType 'BOM Update Log',,reviewed_glossary
erpnext,Processing Date,تاريخ المعالجة,,erpnext/accounts/doctype/process_period_closing_voucher_detail/process_period_closing_voucher_detail.json:None,Label of the processing_date (Date) field in DocType 'Process Period Closing | Voucher Detail',,reviewed_glossary
erpnext,Produced / Received Qty,الكمية المنتجة/المستلمة,,erpnext/manufacturing/report/production_plan_summary/production_plan_summary.py:177,,,reviewed_glossary
erpnext,Product Manager,مدير منتج,,erpnext/setup/setup_wizard/data/designation.txt:25,,,reviewed_glossary
erpnext,Product Price ID,,,erpnext/accounts/doctype/subscription_plan/subscription_plan.json:None,Label of the product_price_id (Data) field in DocType 'Subscription Plan',,
erpnext,Production Plan Already Submitted,,,erpnext/manufacturing/doctype/production_plan/production_plan.py:152,,,
erpnext,Production Plan Item Reference,مرجع عنصر خطة الإنتاج,,erpnext/manufacturing/doctype/production_plan/production_plan.json:None; erpnext/manufacturing/doctype/production_plan_item_reference/production_plan_item_reference.json:None,Label of the prod_plan_references (Table) field in DocType 'Production Plan' | Name of a DocType,,reviewed_glossary
erpnext,Production Plan Qty,كمية خطة الإنتاج,,erpnext/selling/doctype/sales_order_item/sales_order_item.json:None,Label of the production_plan_qty (Float) field in DocType 'Sales Order Item',,reviewed_glossary
erpnext,Production Plan Sub Assembly Item,عنصر تجميع فرعي لخطة الإنتاج,,erpnext/buying/doctype/purchase_order_item/purchase_order_item.json:None; erpnext/manufacturing/doctype/production_plan_sub_assembly_item/production_plan_sub_assembly_item.json:None; erpnext/subcontracting/doctype/subcontracting_order_item/subcontracting_order_item.json:None,Label of the production_plan_sub_assembly_item (Data) field in DocType | 'Purchase Order Item' | Name of a DocType | 'Subcontracting Order Item',,reviewed_glossary
erpnext,Production Plan Sub-assembly Item,عنصر تجميع فرعي لخطة الإنتاج,,erpnext/manufacturing/doctype/work_order/work_order.json:None,Label of the production_plan_sub_assembly_item (Data) field in DocType 'Work | Order',,reviewed_glossary
erpnext,Production Plan Summary,ملخص خطة الإنتاج,,erpnext/manufacturing/doctype/production_plan/production_plan.js:110; erpnext/manufacturing/report/production_plan_summary/production_plan_summary.json:None,Name of a report,,reviewed_glossary
erpnext,Profit and Loss Summary,ملخص الأرباح والخسائر,,erpnext/accounts/doctype/bisect_accounting_statements/bisect_accounting_statements.json:None; erpnext/accounts/doctype/bisect_nodes/bisect_nodes.json:None,Label of the heading_cppb (Heading) field in DocType 'Bisect Accounting | Statements' | Label of the profit_loss_summary (Float) field in DocType 'Bisect Nodes',,reviewed_glossary
erpnext,Progress % for a task cannot be more than 100.,,,erpnext/projects/doctype/task/task.py:154,,,
erpnext,Progress (%),التقدم (%),,erpnext/projects/report/delayed_tasks_summary/delayed_tasks_summary.py:116,,,reviewed_glossary
erpnext,Project Manager,مدير مشروع,,erpnext/setup/setup_wizard/data/designation.txt:26,,,reviewed_glossary
erpnext,Project Progress:,تقدم المشروع:,,erpnext/templates/pages/projects.html:112,,,reviewed_glossary
erpnext,Projected On Hand,المتوفر المتوقع,,erpnext/stock/doctype/material_request_item/material_request_item.json:None,Label of the projected_on_hand (Float) field in DocType 'Material Request | Item',,reviewed_glossary
erpnext,Projected Quantity Formula,صيغة الكمية المتوقعة,,erpnext/manufacturing/doctype/production_plan/production_plan.js:179,,,reviewed_glossary
erpnext,Prompt Qty,طلب الكمية,,erpnext/stock/doctype/pick_list/pick_list.json:None,Label of the prompt_qty (Check) field in DocType 'Pick List',,reviewed_glossary
erpnext,Prospect,فرصة بيع,,erpnext/crm/doctype/lead/lead.js:36; erpnext/crm/doctype/lead/lead.js:62; erpnext/crm/doctype/prospect/prospect.json:None; erpnext/crm/workspace/crm/crm.json:None,Name of a DocType | Label of a Link in the CRM Workspace,,reviewed_glossary
erpnext,Prospect Lead,عميل محتمل لفرصة بيع,,erpnext/crm/doctype/prospect_lead/prospect_lead.json:None,Name of a DocType,,reviewed_glossary
erpnext,Prospect Opportunity,فرصة لفرصة بيع,,erpnext/crm/doctype/prospect_opportunity/prospect_opportunity.json:None,Name of a DocType,,reviewed_glossary
erpnext,Prospect Owner,مالك فرصة البيع,,erpnext/crm/doctype/prospect/prospect.json:None,Label of the prospect_owner (Link) field in DocType 'Prospect',,reviewed_glossary
erpnext,Prospect {0} already exists,,,erpnext/crm/doctype/lead/lead.py:313,,,
erpnext,Provisional Account,حساب مؤقت,,erpnext/setup/doctype/company/company.py:565,,,reviewed_glossary
erpnext,Provisional Expense Account,حساب مصروف مؤقت,,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,Label of the provisional_expense_account (Link) field in DocType 'Purchase | Receipt Item',,reviewed_glossary
erpnext,Psi/1000 Feet,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Publisher,,,erpnext/edi/doctype/code_list/code_list.json:None,Label of the publisher (Data) field in DocType 'Code List',,
erpnext,Publisher ID,,,erpnext/edi/doctype/code_list/code_list.json:None,Label of the publisher_id (Data) field in DocType 'Code List',,
erpnext,Publishing,,,erpnext/setup/setup_wizard/data/industry_type.txt:39,,,
erpnext,Purchase Expense,مصروف الشراء,,erpnext/setup/doctype/company/company.json:None,Label of the purchase_expense_section (Section Break) field in DocType | 'Company',,reviewed_glossary
erpnext,Purchase Expense Account,حساب مصروف الشراء,,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item_default/item_default.json:None,Label of the purchase_expense_account (Link) field in DocType 'Company' | Label of the purchase_expense_account (Link) field in DocType 'Item Default',,reviewed_glossary
erpnext,Purchase Expense Contra Account,حساب مقابل مصروف الشراء,,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item_default/item_default.json:None,Label of the purchase_expense_contra_account (Link) field in DocType | 'Company' | Label of the purchase_expense_contra_account (Link) field in DocType 'Item | Default',,reviewed_glossary
erpnext,Purchase Expense for Item {0},مصروف الشراء للصنف {0},,erpnext/controllers/buying_controller.py:362; erpnext/controllers/buying_controller.py:376,,,reviewed_glossary
erpnext,Purchase Order Item reference is missing in Subcontracting Receipt {0},,,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:975,,,
erpnext,Purchase Order {0} created,,,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.py:1343,,,
erpnext,Purchase Orders Count,عدد أوامر الشراء,,erpnext/buying/workspace/buying/buying.json:None,Label of a number card in the Buying Workspace,,reviewed_glossary
erpnext,Purchase Orders {0} are un-linked,,,erpnext/controllers/accounts_controller.py:2007,,,
erpnext,Purchase Receipt (Draft) will be auto-created on submission of Subcontracting Receipt.,,,erpnext/buying/doctype/buying_settings/buying_settings.json:None,Description of the 'Auto Create Purchase Receipt' (Check) field in DocType | 'Buying Settings',,
erpnext,Purchase Receipt {0} created.,,,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:1052,,,
